attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours
ATT000422,EMP0017,2024-06-01,20,18,2,1,2,0.6
ATT000423,EMP0017,2024-07-01,23,21,2,0,12,6.2
ATT000424,EMP0017,2024-08-01,22,18,4,0,9,3.3
ATT000425,EMP0017,2024-09-01,21,20,1,1,8,5.7
ATT000426,EMP0017,2024-10-01,23,22,1,0,10,2.3
ATT000427,EMP0017,2024-11-01,21,20,1,0,2,0.0
ATT000428,EMP0017,2024-12-01,22,22,0,0,12,6.9
ATT000429,EMP0017,2025-01-01,23,21,2,1,8,8.7
ATT000430,EMP0017,2025-02-01,20,19,1,2,9,5.9
ATT000431,EMP0017,2025-03-01,21,20,1,0,7,7.5
ATT000432,EMP0017,2025-04-01,22,16,6,2,6,1.6
ATT000433,EMP0017,2025-05-01,22,19,3,0,7,4.5
ATT000434,EMP0017,2025-06-01,21,18,3,0,6,0.5
ATT000435,EMP0017,2025-07-01,23,21,2,0,6,3.8
ATT000436,EMP0017,2025-08-01,21,20,1,1,13,0.0
ATT000437,EMP0017,2025-09-01,22,21,1,1,5,12.0
ATT000438,EMP0017,2025-10-01,23,21,2,1,6,1.1
ATT000439,EMP0017,2025-11-01,20,18,2,0,7,6.1
ATT000440,EMP0017,2025-12-01,23,17,6,1,7,0.0
ATT000441,EMP0017,2026-01-01,22,20,2,2,5,4.3
ATT000442,EMP0017,2026-02-01,20,18,2,0,6,4.1
ATT000443,EMP0017,2026-03-01,22,18,4,1,6,0.0
ATT000444,EMP0017,2026-04-01,22,21,1,2,4,0.0
ATT000445,EMP0017,2026-05-01,21,17,4,2,14,0.5
ATT000446,EMP0017,2026-06-01,22,21,1,0,11,2.6
ATT000447,EMP0018,2024-01-01,23,22,1,0,19,0.0
ATT000448,EMP0018,2024-02-01,21,21,0,2,18,6.6
ATT000449,EMP0018,2024-03-01,21,21,0,0,16,4.7
ATT000450,EMP0018,2024-04-01,22,22,0,1,18,9.1
ATT000451,EMP0019,2024-01-01,23,20,3,2,13,7.9
ATT000452,EMP0019,2024-02-01,21,16,5,1,7,7.9
ATT000453,EMP0019,2024-03-01,21,19,2,1,7,10.0
ATT000454,EMP0019,2024-04-01,22,19,3,5,6,0.9
ATT000455,EMP0019,2024-05-01,23,18,5,0,8,0.0
ATT000456,EMP0019,2024-06-01,20,17,3,1,11,5.0
ATT000457,EMP0019,2024-07-01,23,16,7,1,0,0.9
ATT000458,EMP0019,2024-08-01,22,16,6,0,6,2.1
ATT000459,EMP0019,2024-09-01,21,16,5,1,7,3.0
ATT000460,EMP0019,2024-10-01,23,20,3,3,10,3.1
ATT000461,EMP0019,2024-11-01,21,18,3,1,7,2.9
ATT000462,EMP0019,2024-12-01,22,12,10,2,1,10.8
ATT000463,EMP0019,2025-01-01,23,19,4,2,8,0.0
ATT000464,EMP0019,2025-02-01,20,15,5,4,9,10.1
ATT000465,EMP0019,2025-03-01,21,20,1,1,7,4.2
ATT000466,EMP0019,2025-04-01,22,17,5,2,7,0.0
ATT000467,EMP0019,2025-05-01,22,18,4,0,5,2.0
ATT000468,EMP0019,2025-06-01,21,14,7,3,7,12.1
ATT000469,EMP0019,2025-07-01,23,17,6,1,6,0.0
ATT000470,EMP0019,2025-08-01,21,16,5,3,5,7.2
ATT000471,EMP0019,2025-09-01,22,17,5,2,6,2.7
ATT000472,EMP0019,2025-10-01,23,21,2,4,7,4.0
ATT000473,EMP0019,2025-11-01,20,18,2,2,8,3.1
ATT000474,EMP0019,2025-12-01,23,20,3,2,9,1.8
ATT000475,EMP0019,2026-01-01,22,16,6,1,8,6.2
ATT000476,EMP0019,2026-02-01,20,9,11,1,2,6.5
ATT000477,EMP0019,2026-03-01,22,18,4,0,13,0.0
ATT000478,EMP0019,2026-04-01,22,21,1,1,7,0.8
ATT000479,EMP0019,2026-05-01,21,20,1,0,8,0.0
ATT000480,EMP0019,2026-06-01,22,15,7,2,11,2.9
ATT000481,EMP0020,2024-01-01,23,22,1,0,2,0.0
ATT000482,EMP0020,2024-02-01,21,21,0,0,1,1.4
ATT000483,EMP0020,2024-03-01,21,21,0,0,5,5.3
ATT000484,EMP0020,2024-04-01,22,22,0,0,4,4.5
ATT000485,EMP0020,2024-05-01,23,22,1,0,0,3.8
ATT000486,EMP0020,2024-06-01,20,20,0,0,0,0.0
ATT000487,EMP0020,2024-07-01,23,23,0,0,1,4.5
ATT000488,EMP0020,2024-08-01,22,21,1,1,0,0.0
ATT000489,EMP0020,2024-09-01,21,21,0,1,0,5.4
ATT000490,EMP0020,2024-10-01,23,23,0,1,4,0.0
ATT000491,EMP0020,2024-11-01,21,21,0,0,0,3.6
ATT000492,EMP0020,2024-12-01,22,21,1,0,6,3.8
ATT000493,EMP0020,2025-01-01,23,23,0,0,2,4.2
ATT000494,EMP0020,2025-02-01,20,20,0,0,3,1.4
ATT000495,EMP0020,2025-03-01,21,21,0,0,4,0.0
ATT000496,EMP0020,2025-04-01,22,22,0,0,4,0.2
ATT000497,EMP0020,2025-05-01,22,22,0,0,2,0.0
ATT000498,EMP0020,2025-06-01,21,21,0,1,0,5.1
ATT000499,EMP0020,2025-07-01,23,22,1,0,1,1.3
ATT000500,EMP0020,2025-08-01,21,21,0,0,0,5.2
ATT000501,EMP0020,2025-09-01,22,21,1,0,0,6.7
ATT000502,EMP0020,2025-10-01,23,22,1,1,1,1.9
ATT000503,EMP0020,2025-11-01,20,18,2,0,1,0.0
ATT000504,EMP0020,2025-12-01,23,23,0,0,4,0.0
ATT000505,EMP0020,2026-01-01,22,22,0,1,0,0.0
ATT000506,EMP0020,2026-02-01,20,20,0,0,1,5.2
ATT000507,EMP0020,2026-03-01,22,21,1,0,2,3.0
ATT000508,EMP0020,2026-04-01,22,22,0,0,3,3.5
ATT000509,EMP0020,2026-05-01,21,21,0,0,0,0.0
ATT000510,EMP0020,2026-06-01,22,22,0,0,2,3.4
ATT000511,EMP0021,2024-01-01,23,22,1,0,12,2.6
ATT000512,EMP0021,2024-02-01,21,21,0,1,6,3.9
ATT000513,EMP0021,2024-03-01,21,20,1,0,6,0.0
ATT000514,EMP0021,2024-04-01,22,22,0,1,4,3.6
ATT000515,EMP0021,2024-05-01,23,21,2,0,14,3.4
ATT000516,EMP0021,2024-06-01,20,20,0,0,7,1.0
ATT000517,EMP0021,2024-07-01,23,23,0,0,5,0.0
ATT000518,EMP0021,2024-08-01,22,22,0,0,4,6.1
ATT000519,EMP0021,2024-09-01,21,20,1,0,12,3.5
ATT000520,EMP0021,2024-10-01,23,23,0,1,13,8.7
ATT000521,EMP0021,2024-11-01,21,19,2,1,8,8.5
ATT000522,EMP0021,2024-12-01,22,22,0,0,3,0.0
ATT000523,EMP0021,2025-01-01,23,22,1,0,8,0.0
ATT000524,EMP0021,2025-02-01,20,20,0,1,6,0.0
ATT000525,EMP0021,2025-03-01,21,21,0,0,11,6.4
ATT000526,EMP0021,2025-04-01,22,22,0,0,8,5.4
ATT000527,EMP0021,2025-05-01,22,22,0,0,2,6.0
ATT000528,EMP0021,2025-06-01,21,19,2,0,5,1.5
ATT000529,EMP0021,2025-07-01,23,23,0,0,10,3.6
ATT000530,EMP0021,2025-08-01,21,20,1,1,8,2.1
ATT000531,EMP0021,2025-09-01,22,22,0,0,7,2.5
ATT000532,EMP0021,2025-10-01,23,22,1,0,5,0.0
ATT000533,EMP0021,2025-11-01,20,20,0,0,0,10.0
ATT000534,EMP0021,2025-12-01,23,22,1,0,11,1.3
ATT000535,EMP0021,2026-01-01,22,21,1,0,9,8.9
ATT000536,EMP0021,2026-02-01,20,20,0,0,10,5.0
ATT000537,EMP0021,2026-03-01,22,22,0,0,6,3.4
ATT000538,EMP0021,2026-04-01,22,20,2,0,13,0.0
ATT000539,EMP0021,2026-05-01,21,21,0,0,10,3.4
ATT000540,EMP0021,2026-06-01,22,21,1,2,10,5.0
ATT000541,EMP0022,2024-01-01,23,21,2,1,13,0.0
ATT000542,EMP0022,2024-02-01,21,21,0,1,16,0.0
ATT000543,EMP0022,2024-03-01,21,20,1,0,19,0.0
ATT000544,EMP0022,2024-04-01,22,21,1,1,16,6.7
ATT000545,EMP0022,2024-05-01,23,22,1,1,14,10.4
ATT000546,EMP0022,2024-06-01,20,17,3,0,13,3.2
ATT000547,EMP0022,2024-07-01,23,22,1,0,19,4.3
ATT000548,EMP0022,2024-08-01,22,22,0,1,19,4.9
ATT000549,EMP0022,2024-09-01,21,20,1,1,20,2.4
ATT000550,EMP0022,2024-10-01,23,22,1,0,20,5.1
ATT000551,EMP0022,2024-11-01,21,19,2,0,19,10.5
ATT000552,EMP0022,2024-12-01,22,19,3,1,16,7.0
ATT000553,EMP0022,2025-01-01,23,22,1,0,18,2.2
ATT000554,EMP0022,2025-02-01,20,20,0,0,17,6.2
ATT000555,EMP0022,2025-03-01,21,21,0,0,17,5.1
ATT000556,EMP0022,2025-04-01,22,21,1,0,18,6.6
ATT000557,EMP0022,2025-05-01,22,20,2,1,16,3.3
ATT000558,EMP0022,2025-06-01,21,19,2,1,16,2.9
ATT000559,EMP0022,2025-07-01,23,21,2,1,18,0.7
ATT000560,EMP0022,2025-08-01,21,21,0,0,19,7.8
ATT000561,EMP0022,2025-09-01,22,21,1,0,18,2.7
ATT000562,EMP0022,2025-10-01,23,21,2,0,19,0.0
ATT000563,EMP0022,2025-11-01,20,20,0,0,20,0.0
ATT000564,EMP0022,2025-12-01,23,21,2,0,19,4.2
ATT000565,EMP0022,2026-01-01,22,21,1,1,18,7.2
ATT000566,EMP0022,2026-02-01,20,20,0,1,14,2.7
ATT000567,EMP0022,2026-03-01,22,21,1,0,19,6.5
ATT000568,EMP0022,2026-04-01,22,21,1,0,19,0.0
ATT000569,EMP0022,2026-05-01,21,19,2,0,14,0.0
ATT000570,EMP0022,2026-06-01,22,21,1,0,19,3.4
ATT000571,EMP0023,2024-03-01,21,18,3,0,1,0.0
ATT000572,EMP0023,2024-04-01,22,18,4,3,1,3.7
ATT000573,EMP0023,2024-05-01,23,21,2,0,1,5.1
ATT000574,EMP0023,2024-06-01,20,20,0,0,6,5.9
ATT000575,EMP0023,2024-07-01,23,22,1,1,0,4.1
ATT000576,EMP0023,2024-08-01,22,20,2,1,2,3.4
ATT000577,EMP0023,2024-09-01,21,20,1,1,3,10.5
ATT000578,EMP0023,2024-10-01,23,23,0,0,4,9.6
ATT000579,EMP0023,2024-11-01,21,21,0,0,4,3.0
ATT000580,EMP0023,2024-12-01,22,21,1,0,1,0.0
ATT000581,EMP0023,2025-01-01,23,20,3,2,1,1.1
ATT000582,EMP0023,2025-02-01,20,18,2,0,6,12.9
ATT000583,EMP0023,2025-03-01,21,18,3,1,4,4.8
ATT000584,EMP0023,2025-04-01,22,20,2,1,0,5.9
ATT000585,EMP0023,2025-05-01,22,20,2,2,1,6.2
ATT000586,EMP0023,2025-06-01,21,18,3,0,0,7.9
ATT000587,EMP0023,2025-07-01,23,21,2,0,2,4.3
ATT000588,EMP0023,2025-08-01,21,17,4,1,0,6.5
ATT000589,EMP0023,2025-09-01,22,20,2,1,0,6.2
ATT000590,EMP0023,2025-10-01,23,21,2,0,0,9.1
ATT000591,EMP0023,2025-11-01,20,20,0,0,0,0.0
ATT000592,EMP0023,2025-12-01,23,22,1,1,5,1.9
ATT000593,EMP0023,2026-01-01,22,16,6,1,2,1.2
ATT000594,EMP0023,2026-02-01,20,15,5,0,0,5.6
ATT000595,EMP0023,2026-03-01,22,20,2,0,1,0.0
ATT000596,EMP0023,2026-04-01,22,20,2,1,1,6.0
ATT000597,EMP0023,2026-05-01,21,20,1,1,4,0.0
ATT000598,EMP0023,2026-06-01,22,20,2,0,2,0.4
ATT000599,EMP0024,2025-04-01,22,21,1,1,1,10.9
ATT000600,EMP0024,2025-05-01,22,22,0,0,1,0.0
ATT000601,EMP0024,2025-06-01,21,21,0,0,0,4.8
ATT000602,EMP0024,2025-07-01,23,23,0,2,1,4.3
ATT000603,EMP0024,2025-08-01,21,21,0,0,2,7.1
ATT000604,EMP0024,2025-09-01,22,22,0,0,0,6.0
ATT000605,EMP0024,2025-10-01,23,21,2,0,4,7.3
ATT000606,EMP0024,2025-11-01,20,18,2,0,1,0.0
ATT000607,EMP0024,2025-12-01,23,21,2,0,0,13.1
ATT000608,EMP0024,2026-01-01,22,22,0,0,1,7.1
ATT000609,EMP0024,2026-02-01,20,19,1,1,4,7.0
ATT000610,EMP0024,2026-03-01,22,20,2,0,0,2.6
ATT000611,EMP0024,2026-04-01,22,19,3,0,2,5.7
ATT000612,EMP0024,2026-05-01,21,19,2,2,4,1.7
ATT000613,EMP0024,2026-06-01,22,19,3,1,5,2.2
ATT000614,EMP0025,2024-01-01,23,22,1,1,19,0.2
ATT000615,EMP0025,2024-02-01,21,20,1,1,16,0.0
ATT000616,EMP0025,2024-03-01,21,20,1,0,20,4.7
ATT000617,EMP0025,2024-04-01,22,20,2,1,15,2.7
ATT000618,EMP0025,2024-05-01,23,21,2,1,16,2.2
ATT000619,EMP0025,2024-06-01,20,20,0,0,17,0.5
ATT000620,EMP0025,2024-07-01,23,18,5,1,16,4.6
ATT000621,EMP0025,2024-08-01,22,20,2,3,15,8.9
ATT000622,EMP0025,2024-09-01,21,20,1,0,14,8.6
ATT000623,EMP0025,2024-10-01,23,22,1,0,17,2.0
ATT000624,EMP0025,2024-11-01,21,20,1,1,19,2.5
ATT000625,EMP0025,2024-12-01,22,22,0,2,20,7.1
ATT000626,EMP0025,2025-01-01,23,22,1,1,22,8.2
ATT000627,EMP0025,2025-02-01,20,19,1,0,17,1.6
ATT000628,EMP0025,2025-03-01,21,19,2,0,14,5.2
ATT000629,EMP0025,2025-04-01,22,21,1,1,17,0.0
ATT000630,EMP0025,2025-05-01,22,20,2,1,20,8.6
ATT000631,EMP0025,2025-06-01,21,20,1,0,16,1.1
ATT000632,EMP0025,2025-07-01,23,21,2,1,18,10.9
ATT000633,EMP0025,2025-08-01,21,20,1,0,18,6.6
ATT000634,EMP0025,2025-09-01,22,21,1,0,17,4.3
ATT000635,EMP0025,2025-10-01,23,19,4,0,15,9.2
ATT000636,EMP0025,2025-11-01,20,18,2,0,15,3.1
ATT000637,EMP0025,2025-12-01,23,23,0,0,23,3.9
ATT000638,EMP0025,2026-01-01,22,22,0,0,22,3.5
ATT000639,EMP0025,2026-02-01,20,19,1,0,18,0.3
ATT000640,EMP0025,2026-03-01,22,18,4,0,17,10.0
ATT000641,EMP0025,2026-04-01,22,20,2,0,20,8.0
ATT000642,EMP0025,2026-05-01,21,19,2,1,16,0.0
ATT000643,EMP0025,2026-06-01,22,21,1,1,19,5.6
ATT000644,EMP0026,2024-01-01,23,20,3,0,10,0.0
ATT000645,EMP0026,2024-02-01,21,20,1,0,6,12.0
ATT000646,EMP0026,2024-03-01,21,20,1,1,7,0.0
ATT000647,EMP0026,2024-04-01,22,19,3,0,12,2.1
ATT000648,EMP0026,2024-05-01,23,21,2,2,14,8.8
ATT000649,EMP0026,2024-06-01,20,17,3,0,11,9.2
ATT000650,EMP0026,2024-07-01,23,21,2,0,9,0.0
ATT000651,EMP0026,2024-08-01,22,20,2,2,9,6.4
ATT000652,EMP0026,2024-09-01,21,16,5,0,3,3.0
ATT000653,EMP0026,2024-10-01,23,21,2,2,12,0.7
ATT000654,EMP0026,2024-11-01,21,19,2,1,3,4.5
ATT000655,EMP0026,2024-12-01,22,20,2,2,7,11.7
ATT000656,EMP0026,2025-01-01,23,17,6,1,13,11.6
ATT000657,EMP0026,2025-02-01,20,17,3,1,7,6.5
ATT000658,EMP0026,2025-03-01,21,17,4,1,6,0.0
ATT000659,EMP0026,2025-04-01,22,19,3,2,6,7.2
ATT000660,EMP0026,2025-05-01,22,20,2,1,11,0.0
ATT000661,EMP0026,2025-06-01,21,20,1,1,7,9.7
ATT000662,EMP0026,2025-07-01,23,21,2,0,6,1.5
ATT000663,EMP0026,2025-08-01,21,21,0,0,9,6.5
ATT000664,EMP0026,2025-09-01,22,20,2,1,9,0.0
ATT000665,EMP0026,2025-10-01,23,20,3,0,8,6.8
ATT000666,EMP0026,2025-11-01,20,18,2,1,6,4.5
ATT000667,EMP0026,2025-12-01,23,19,4,0,10,8.5
ATT000668,EMP0026,2026-01-01,22,20,2,0,13,2.3
ATT000669,EMP0026,2026-02-01,20,18,2,2,6,0.4
ATT000670,EMP0026,2026-03-01,22,20,2,0,10,4.1
ATT000671,EMP0026,2026-04-01,22,19,3,1,3,0.0
ATT000672,EMP0026,2026-05-01,21,19,2,2,11,0.0
ATT000673,EMP0026,2026-06-01,22,20,2,2,8,4.6
ATT000674,EMP0027,2024-01-01,23,16,7,0,11,5.9
ATT000675,EMP0027,2024-02-01,21,20,1,0,10,4.2
ATT000676,EMP0027,2024-03-01,21,20,1,0,7,5.5
ATT000677,EMP0027,2024-04-01,22,21,1,1,7,9.2
ATT000678,EMP0027,2024-05-01,23,16,7,1,7,4.1
ATT000679,EMP0027,2024-06-01,20,15,5,1,12,8.8
ATT000680,EMP0027,2024-07-01,23,21,2,1,10,4.3
ATT000681,EMP0027,2024-08-01,22,19,3,1,13,11.6
ATT000682,EMP0027,2024-09-01,21,14,7,1,8,2.8
ATT000683,EMP0027,2024-10-01,23,18,5,0,7,16.4
ATT000684,EMP0027,2024-11-01,21,16,5,1,9,12.6
ATT000685,EMP0027,2024-12-01,22,19,3,1,7,12.1
ATT000686,EMP0027,2025-01-01,23,17,6,2,5,5.0
ATT000687,EMP0027,2025-02-01,20,15,5,3,7,4.0
ATT000688,EMP0027,2025-03-01,21,15,6,1,7,2.9
ATT000689,EMP0027,2025-04-01,22,20,2,1,8,6.7
ATT000690,EMP0027,2025-05-01,22,18,4,1,7,3.1
ATT000691,EMP0027,2025-06-01,21,14,7,1,7,4.5
ATT000692,EMP0027,2025-07-01,23,21,2,2,12,3.5
ATT000693,EMP0027,2025-08-01,21,19,2,2,5,2.8
ATT000694,EMP0027,2025-09-01,22,21,1,1,8,2.2
ATT000695,EMP0027,2025-10-01,23,21,2,2,11,5.0
ATT000696,EMP0027,2025-11-01,20,18,2,1,7,11.2
ATT000697,EMP0027,2025-12-01,23,15,8,0,9,4.4
ATT000698,EMP0027,2026-01-01,22,19,3,1,13,10.4
ATT000699,EMP0027,2026-02-01,20,20,0,1,6,7.4
ATT000700,EMP0027,2026-03-01,22,17,5,2,11,2.6
ATT000701,EMP0027,2026-04-01,22,19,3,0,5,10.8
ATT000702,EMP0027,2026-05-01,21,16,5,1,6,9.1
ATT000703,EMP0027,2026-06-01,22,16,6,1,2,7.3
ATT000704,EMP0028,2026-04-01,22,20,2,0,0,0.0
ATT000705,EMP0028,2026-05-01,21,16,5,1,0,9.0
ATT000706,EMP0028,2026-06-01,22,18,4,1,0,4.0
ATT000707,EMP0029,2024-01-01,23,19,4,0,13,1.3
ATT000708,EMP0029,2024-02-01,21,17,4,2,12,3.6
ATT000709,EMP0029,2024-03-01,21,16,5,1,16,0.0
ATT000710,EMP0029,2024-04-01,22,19,3,1,19,2.0
ATT000711,EMP0029,2024-05-01,23,18,5,3,17,3.4
ATT000712,EMP0029,2024-06-01,20,18,2,1,13,7.0
ATT000713,EMP0029,2024-07-01,23,20,3,0,15,0.0
ATT000714,EMP0029,2024-08-01,22,21,1,2,17,1.7
ATT000715,EMP0029,2024-09-01,21,20,1,0,15,0.0
ATT000716,EMP0029,2024-10-01,23,22,1,2,20,7.1
ATT000717,EMP0029,2024-11-01,21,17,4,3,11,0.0
ATT000718,EMP0029,2024-12-01,22,20,2,1,19,4.7
ATT000719,EMP0029,2025-01-01,23,23,0,1,20,2.8
ATT000720,EMP0029,2025-02-01,20,18,2,0,13,9.7
ATT000721,EMP0029,2025-03-01,21,18,3,0,18,1.2
ATT000722,EMP0029,2025-04-01,22,21,1,1,15,6.9
ATT000723,EMP0029,2025-05-01,22,20,2,1,16,8.8
ATT000724,EMP0029,2025-06-01,21,21,0,0,14,0.0
ATT000725,EMP0029,2025-07-01,23,22,1,1,20,9.1
ATT000726,EMP0029,2025-08-01,21,19,2,0,18,3.8
ATT000727,EMP0029,2025-09-01,22,17,5,0,13,3.7
ATT000728,EMP0029,2025-10-01,23,23,0,0,19,4.5
ATT000729,EMP0029,2025-11-01,20,18,2,1,13,3.8
ATT000730,EMP0029,2025-12-01,23,23,0,1,19,0.3
ATT000731,EMP0029,2026-01-01,22,19,3,0,15,3.5
ATT000732,EMP0029,2026-02-01,20,16,4,2,13,12.1
ATT000733,EMP0030,2024-01-01,23,22,1,0,14,3.0
ATT000734,EMP0030,2024-02-01,21,21,0,0,17,7.5
ATT000735,EMP0030,2024-03-01,21,20,1,0,15,11.7
ATT000736,EMP0030,2024-04-01,22,21,1,1,16,10.3
ATT000737,EMP0030,2024-05-01,23,22,1,1,18,8.7
ATT000738,EMP0030,2024-06-01,20,19,1,0,17,3.7
ATT000739,EMP0030,2024-07-01,23,23,0,0,19,3.1
ATT000740,EMP0030,2024-08-01,22,21,1,0,20,5.5
ATT000741,EMP0030,2024-09-01,21,20,1,0,19,4.4
ATT000742,EMP0030,2024-10-01,23,22,1,0,20,6.4
ATT000743,EMP0030,2024-11-01,21,19,2,0,16,5.5
ATT000744,EMP0030,2024-12-01,22,22,0,1,16,2.5
ATT000745,EMP0030,2025-01-01,23,22,1,0,19,8.4
ATT000746,EMP0030,2025-02-01,20,20,0,0,15,7.6
ATT000747,EMP0030,2025-03-01,21,21,0,0,19,5.5
ATT000748,EMP0030,2025-04-01,22,22,0,0,17,12.8
ATT000749,EMP0030,2025-05-01,22,21,1,0,18,8.5
ATT000750,EMP0030,2025-06-01,21,21,0,0,20,8.3
ATT000751,EMP0030,2025-07-01,23,22,1,0,20,0.0
ATT000752,EMP0030,2025-08-01,21,21,0,0,16,2.7
ATT000753,EMP0030,2025-09-01,22,20,2,0,17,6.2
ATT000754,EMP0030,2025-10-01,23,23,0,1,17,2.2
ATT000755,EMP0030,2025-11-01,20,20,0,0,14,0.3
ATT000756,EMP0030,2025-12-01,23,22,1,0,20,4.1
ATT000757,EMP0030,2026-01-01,22,20,2,0,20,5.9
ATT000758,EMP0030,2026-02-01,20,19,1,0,14,6.3
ATT000759,EMP0030,2026-03-01,22,22,0,1,20,0.8
ATT000760,EMP0030,2026-04-01,22,21,1,0,18,5.5
ATT000761,EMP0030,2026-05-01,21,20,1,0,15,6.0
ATT000762,EMP0030,2026-06-01,22,21,1,1,18,0.0
ATT000763,EMP0031,2025-07-01,23,19,4,0,4,0.2
ATT000764,EMP0031,2025-08-01,21,19,2,0,8,5.4
ATT000765,EMP0031,2025-09-01,22,17,5,1,10,5.0
ATT000766,EMP0031,2025-10-01,23,21,2,0,9,2.9
ATT000767,EMP0031,2025-11-01,20,17,3,0,3,5.2
ATT000768,EMP0031,2025-12-01,23,19,4,0,8,4.3
ATT000769,EMP0031,2026-01-01,22,19,3,0,9,3.7
ATT000770,EMP0031,2026-02-01,20,16,4,1,6,6.9
ATT000771,EMP0031,2026-03-01,22,19,3,0,14,9.0
ATT000772,EMP0031,2026-04-01,22,16,6,1,5,0.0
ATT000773,EMP0031,2026-05-01,21,15,6,2,10,0.0
ATT000774,EMP0031,2026-06-01,22,19,3,1,10,4.9
ATT000775,EMP0032,2024-01-01,23,23,0,1,10,9.0
ATT000776,EMP0032,2024-02-01,21,19,2,0,14,5.9
ATT000777,EMP0032,2024-03-01,21,21,0,0,6,0.4
ATT000778,EMP0032,2024-04-01,22,21,1,0,13,1.9
ATT000779,EMP0032,2024-05-01,23,22,1,1,10,7.8
ATT000780,EMP0032,2024-06-01,20,20,0,0,13,2.5
ATT000781,EMP0032,2024-07-01,23,22,1,0,10,9.1
ATT000782,EMP0032,2024-08-01,22,22,0,0,13,6.1
ATT000783,EMP0032,2024-09-01,21,21,0,0,20,0.0
ATT000784,EMP0032,2024-10-01,23,22,1,1,11,2.7
ATT000785,EMP0032,2024-11-01,21,20,1,0,9,7.5
ATT000786,EMP0032,2024-12-01,22,21,1,0,9,5.0
ATT000787,EMP0032,2025-01-01,23,23,0,0,2,4.2
ATT000788,EMP0032,2025-02-01,20,20,0,0,6,0.0
ATT000789,EMP0032,2025-03-01,21,21,0,0,8,13.5
ATT000790,EMP0032,2025-04-01,22,22,0,0,6,8.0
ATT000791,EMP0032,2025-05-01,22,22,0,0,15,5.4
ATT000792,EMP0032,2025-06-01,21,21,0,0,10,8.6
ATT000793,EMP0032,2025-07-01,23,22,1,2,8,6.9
ATT000794,EMP0032,2025-08-01,21,20,1,0,7,6.5
ATT000795,EMP0032,2025-09-01,22,22,0,0,7,0.0
ATT000796,EMP0032,2025-10-01,23,23,0,0,9,2.2
ATT000797,EMP0032,2025-11-01,20,20,0,0,10,2.8
ATT000798,EMP0032,2025-12-01,23,23,0,0,14,6.2
ATT000799,EMP0032,2026-01-01,22,21,1,0,3,0.0
ATT000800,EMP0032,2026-02-01,20,20,0,0,8,8.5
ATT000801,EMP0032,2026-03-01,22,22,0,0,7,2.6
ATT000802,EMP0032,2026-04-01,22,22,0,0,3,0.0
ATT000803,EMP0032,2026-05-01,21,21,0,0,3,7.5
ATT000804,EMP0032,2026-06-01,22,22,0,1,10,0.0
ATT000805,EMP0033,2026-02-01,20,17,3,1,9,6.5
ATT000806,EMP0033,2026-03-01,22,15,7,5,8,0.0
ATT000807,EMP0033,2026-04-01,22,19,3,1,6,0.0
ATT000808,EMP0033,2026-05-01,21,17,4,2,10,9.3
ATT000809,EMP0033,2026-06-01,22,17,5,2,7,7.7
ATT000810,EMP0034,2024-01-01,23,21,2,2,10,8.5
ATT000811,EMP0034,2024-02-01,21,17,4,0,10,8.9
ATT000812,EMP0034,2024-03-01,21,19,2,2,4,9.7
ATT000813,EMP0034,2024-04-01,22,20,2,2,11,0.0
ATT000814,EMP0034,2024-05-01,23,23,0,1,12,3.4
ATT000815,EMP0034,2024-06-01,20,18,2,2,13,9.1
ATT000816,EMP0034,2024-07-01,23,18,5,0,9,9.6
ATT000817,EMP0034,2024-08-01,22,20,2,1,6,5.7
ATT000818,EMP0034,2024-09-01,21,19,2,0,6,1.5
ATT000819,EMP0034,2024-10-01,23,19,4,0,4,5.6
ATT000820,EMP0034,2024-11-01,21,19,2,2,10,5.0
ATT000821,EMP0034,2024-12-01,22,20,2,1,13,4.2
ATT000822,EMP0034,2025-01-01,23,22,1,0,9,3.2
ATT000823,EMP0034,2025-02-01,20,15,5,0,5,3.8
ATT000824,EMP0034,2025-03-01,21,19,2,0,4,6.2
ATT000825,EMP0034,2025-04-01,22,18,4,0,8,9.7
ATT000826,EMP0034,2025-05-01,22,20,2,0,8,6.1
ATT000827,EMP0034,2025-06-01,21,20,1,0,6,6.8
ATT000828,EMP0034,2025-07-01,23,21,2,0,6,0.0
ATT000829,EMP0034,2025-08-01,21,19,2,0,2,5.5
ATT000830,EMP0034,2025-09-01,22,20,2,0,3,5.9
ATT000831,EMP0034,2025-10-01,23,20,3,3,10,2.7
ATT000832,EMP0034,2025-11-01,20,18,2,0,7,2.5
ATT000833,EMP0034,2025-12-01,23,20,3,0,8,12.1
ATT000834,EMP0034,2026-01-01,22,22,0,2,14,5.6
ATT000835,EMP0034,2026-02-01,20,18,2,0,7,2.7
ATT000836,EMP0034,2026-03-01,22,16,6,1,5,3.9
ATT000837,EMP0034,2026-04-01,22,17,5,0,9,4.6
ATT000838,EMP0034,2026-05-01,21,20,1,0,10,7.5
ATT000839,EMP0034,2026-06-01,22,22,0,0,12,4.8
ATT000840,EMP0035,2024-01-01,23,23,0,0,9,11.1
ATT000841,EMP0035,2024-02-01,21,21,0,1,8,1.5
ATT000842,EMP0035,2024-03-01,21,21,0,0,13,4.6
ATT000843,EMP0035,2024-04-01,22,22,0,0,11,11.0
