attendance_key,attendance_id,employee_key,attendance_month_key,working_days,present_days,absent_days,late_arrivals,remote_work_days,overtime_hours,attendance_rate,absence_rate
372,ATT000372,14,20260501,21,21,0,1,16,0.0,1.0,0.0
373,ATT000373,14,20260601,22,22,0,0,20,10.2,1.0,0.0
374,ATT000374,15,20250301,21,20,1,0,6,6.0,0.9524,0.0476
375,ATT000375,15,20250401,22,22,0,1,10,12.1,1.0,0.0
376,ATT000376,15,20250501,22,20,2,1,13,11.8,0.9091,0.0909
377,ATT000377,15,20250601,21,20,1,0,11,2.1,0.9524,0.0476
378,ATT000378,15,20250701,23,19,4,0,7,0.0,0.8261,0.1739
379,ATT000379,15,20250801,21,19,2,0,7,0.0,0.9048,0.0952
380,ATT000380,15,20250901,22,22,0,0,10,0.4,1.0,0.0
381,ATT000381,15,20251001,23,22,1,0,9,5.2,0.9565,0.0435
382,ATT000382,15,20251101,20,18,2,1,8,4.6,0.9,0.1
383,ATT000383,15,20251201,23,23,0,0,11,8.1,1.0,0.0
384,ATT000384,15,20260101,22,20,2,0,16,0.0,0.9091,0.0909
385,ATT000385,15,20260201,20,20,0,1,14,6.5,1.0,0.0
386,ATT000386,15,20260301,22,21,1,1,4,2.4,0.9545,0.0455
387,ATT000387,15,20260401,22,22,0,0,4,0.0,1.0,0.0
388,ATT000388,15,20260501,21,21,0,0,10,7.6,1.0,0.0
389,ATT000389,15,20260601,22,21,1,0,10,0.0,0.9545,0.0455
390,ATT000390,16,20240401,22,22,0,1,17,6.5,1.0,0.0
391,ATT000391,16,20240501,23,23,0,0,20,8.0,1.0,0.0
392,ATT000392,16,20240601,20,17,3,2,12,11.8,0.85,0.15
393,ATT000393,16,20240701,23,21,2,1,17,5.1,0.913,0.087
394,ATT000394,16,20240801,22,20,2,1,14,9.1,0.9091,0.0909
395,ATT000395,16,20240901,21,19,2,1,15,8.8,0.9048,0.0952
396,ATT000396,16,20241001,23,23,0,0,18,4.1,1.0,0.0
397,ATT000397,16,20241101,21,21,0,0,17,3.3,1.0,0.0
398,ATT000398,16,20241201,22,21,1,0,16,5.5,0.9545,0.0455
399,ATT000399,16,20250101,23,20,3,0,15,9.4,0.8696,0.1304
400,ATT000400,16,20250201,20,19,1,1,13,0.0,0.95,0.05
401,ATT000401,16,20250301,21,20,1,0,13,7.6,0.9524,0.0476
402,ATT000402,16,20250401,22,18,4,1,16,0.0,0.8182,0.1818
403,ATT000403,16,20250501,22,21,1,1,19,4.2,0.9545,0.0455
404,ATT000404,16,20250601,21,20,1,0,16,0.3,0.9524,0.0476
405,ATT000405,16,20250701,23,21,2,0,18,0.0,0.913,0.087
406,ATT000406,16,20250801,21,20,1,0,16,11.7,0.9524,0.0476
407,ATT000407,16,20250901,22,20,2,0,16,0.0,0.9091,0.0909
408,ATT000408,16,20251001,23,22,1,0,18,2.7,0.9565,0.0435
409,ATT000409,16,20251101,20,20,0,0,14,8.5,1.0,0.0
410,ATT000410,16,20251201,23,23,0,1,18,6.8,1.0,0.0
411,ATT000411,16,20260101,22,21,1,1,19,9.0,0.9545,0.0455
412,ATT000412,16,20260201,20,17,3,0,13,4.8,0.85,0.15
413,ATT000413,16,20260301,22,21,1,0,15,8.1,0.9545,0.0455
414,ATT000414,16,20260401,22,19,3,0,13,5.0,0.8636,0.1364
415,ATT000415,16,20260501,21,18,3,0,13,2.2,0.8571,0.1429
416,ATT000416,16,20260601,22,22,0,1,21,4.3,1.0,0.0
417,ATT000417,17,20240101,23,20,3,2,16,0.0,0.8696,0.1304
418,ATT000418,17,20240201,21,19,2,1,6,3.1,0.9048,0.0952
419,ATT000419,17,20240301,21,20,1,2,7,5.2,0.9524,0.0476
420,ATT000420,17,20240401,22,19,3,0,5,1.4,0.8636,0.1364
421,ATT000421,17,20240501,23,19,4,3,6,0.7,0.8261,0.1739
422,ATT000422,17,20240601,20,18,2,1,2,0.6,0.9,0.1
423,ATT000423,17,20240701,23,21,2,0,12,6.2,0.913,0.087
424,ATT000424,17,20240801,22,18,4,0,9,3.3,0.8182,0.1818
425,ATT000425,17,20240901,21,20,1,1,8,5.7,0.9524,0.0476
426,ATT000426,17,20241001,23,22,1,0,10,2.3,0.9565,0.0435
427,ATT000427,17,20241101,21,20,1,0,2,0.0,0.9524,0.0476
428,ATT000428,17,20241201,22,22,0,0,12,6.9,1.0,0.0
429,ATT000429,17,20250101,23,21,2,1,8,8.7,0.913,0.087
430,ATT000430,17,20250201,20,19,1,2,9,5.9,0.95,0.05
431,ATT000431,17,20250301,21,20,1,0,7,7.5,0.9524,0.0476
432,ATT000432,17,20250401,22,16,6,2,6,1.6,0.7273,0.2727
433,ATT000433,17,20250501,22,19,3,0,7,4.5,0.8636,0.1364
434,ATT000434,17,20250601,21,18,3,0,6,0.5,0.8571,0.1429
435,ATT000435,17,20250701,23,21,2,0,6,3.8,0.913,0.087
436,ATT000436,17,20250801,21,20,1,1,13,0.0,0.9524,0.0476
437,ATT000437,17,20250901,22,21,1,1,5,12.0,0.9545,0.0455
438,ATT000438,17,20251001,23,21,2,1,6,1.1,0.913,0.087
439,ATT000439,17,20251101,20,18,2,0,7,6.1,0.9,0.1
440,ATT000440,17,20251201,23,17,6,1,7,0.0,0.7391,0.2609
441,ATT000441,17,20260101,22,20,2,2,5,4.3,0.9091,0.0909
442,ATT000442,17,20260201,20,18,2,0,6,4.1,0.9,0.1
443,ATT000443,17,20260301,22,18,4,1,6,0.0,0.8182,0.1818
444,ATT000444,17,20260401,22,21,1,2,4,0.0,0.9545,0.0455
445,ATT000445,17,20260501,21,17,4,2,14,0.5,0.8095,0.1905
446,ATT000446,17,20260601,22,21,1,0,11,2.6,0.9545,0.0455
447,ATT000447,18,20240101,23,22,1,0,19,0.0,0.9565,0.0435
448,ATT000448,18,20240201,21,21,0,2,18,6.6,1.0,0.0
449,ATT000449,18,20240301,21,21,0,0,16,4.7,1.0,0.0
450,ATT000450,18,20240401,22,22,0,1,18,9.1,1.0,0.0
451,ATT000451,19,20240101,23,20,3,2,13,7.9,0.8696,0.1304
452,ATT000452,19,20240201,21,16,5,1,7,7.9,0.7619,0.2381
453,ATT000453,19,20240301,21,19,2,1,7,10.0,0.9048,0.0952
454,ATT000454,19,20240401,22,19,3,5,6,0.9,0.8636,0.1364
455,ATT000455,19,20240501,23,18,5,0,8,0.0,0.7826,0.2174
456,ATT000456,19,20240601,20,17,3,1,11,5.0,0.85,0.15
457,ATT000457,19,20240701,23,16,7,1,0,0.9,0.6957,0.3043
458,ATT000458,19,20240801,22,16,6,0,6,2.1,0.7273,0.2727
459,ATT000459,19,20240901,21,16,5,1,7,3.0,0.7619,0.2381
460,ATT000460,19,20241001,23,20,3,3,10,3.1,0.8696,0.1304
461,ATT000461,19,20241101,21,18,3,1,7,2.9,0.8571,0.1429
462,ATT000462,19,20241201,22,12,10,2,1,10.8,0.5455,0.4545
463,ATT000463,19,20250101,23,19,4,2,8,0.0,0.8261,0.1739
464,ATT000464,19,20250201,20,15,5,4,9,10.1,0.75,0.25
465,ATT000465,19,20250301,21,20,1,1,7,4.2,0.9524,0.0476
466,ATT000466,19,20250401,22,17,5,2,7,0.0,0.7727,0.2273
467,ATT000467,19,20250501,22,18,4,0,5,2.0,0.8182,0.1818
468,ATT000468,19,20250601,21,14,7,3,7,12.1,0.6667,0.3333
469,ATT000469,19,20250701,23,17,6,1,6,0.0,0.7391,0.2609
470,ATT000470,19,20250801,21,16,5,3,5,7.2,0.7619,0.2381
471,ATT000471,19,20250901,22,17,5,2,6,2.7,0.7727,0.2273
472,ATT000472,19,20251001,23,21,2,4,7,4.0,0.913,0.087
473,ATT000473,19,20251101,20,18,2,2,8,3.1,0.9,0.1
474,ATT000474,19,20251201,23,20,3,2,9,1.8,0.8696,0.1304
475,ATT000475,19,20260101,22,16,6,1,8,6.2,0.7273,0.2727
476,ATT000476,19,20260201,20,9,11,1,2,6.5,0.45,0.55
477,ATT000477,19,20260301,22,18,4,0,13,0.0,0.8182,0.1818
478,ATT000478,19,20260401,22,21,1,1,7,0.8,0.9545,0.0455
479,ATT000479,19,20260501,21,20,1,0,8,0.0,0.9524,0.0476
480,ATT000480,19,20260601,22,15,7,2,11,2.9,0.6818,0.3182
481,ATT000481,20,20240101,23,22,1,0,2,0.0,0.9565,0.0435
482,ATT000482,20,20240201,21,21,0,0,1,1.4,1.0,0.0
483,ATT000483,20,20240301,21,21,0,0,5,5.3,1.0,0.0
484,ATT000484,20,20240401,22,22,0,0,4,4.5,1.0,0.0
485,ATT000485,20,20240501,23,22,1,0,0,3.8,0.9565,0.0435
486,ATT000486,20,20240601,20,20,0,0,0,0.0,1.0,0.0
487,ATT000487,20,20240701,23,23,0,0,1,4.5,1.0,0.0
488,ATT000488,20,20240801,22,21,1,1,0,0.0,0.9545,0.0455
489,ATT000489,20,20240901,21,21,0,1,0,5.4,1.0,0.0
490,ATT000490,20,20241001,23,23,0,1,4,0.0,1.0,0.0
491,ATT000491,20,20241101,21,21,0,0,0,3.6,1.0,0.0
492,ATT000492,20,20241201,22,21,1,0,6,3.8,0.9545,0.0455
493,ATT000493,20,20250101,23,23,0,0,2,4.2,1.0,0.0
494,ATT000494,20,20250201,20,20,0,0,3,1.4,1.0,0.0
495,ATT000495,20,20250301,21,21,0,0,4,0.0,1.0,0.0
496,ATT000496,20,20250401,22,22,0,0,4,0.2,1.0,0.0
497,ATT000497,20,20250501,22,22,0,0,2,0.0,1.0,0.0
498,ATT000498,20,20250601,21,21,0,1,0,5.1,1.0,0.0
499,ATT000499,20,20250701,23,22,1,0,1,1.3,0.9565,0.0435
500,ATT000500,20,20250801,21,21,0,0,0,5.2,1.0,0.0
501,ATT000501,20,20250901,22,21,1,0,0,6.7,0.9545,0.0455
502,ATT000502,20,20251001,23,22,1,1,1,1.9,0.9565,0.0435
503,ATT000503,20,20251101,20,18,2,0,1,0.0,0.9,0.1
504,ATT000504,20,20251201,23,23,0,0,4,0.0,1.0,0.0
505,ATT000505,20,20260101,22,22,0,1,0,0.0,1.0,0.0
506,ATT000506,20,20260201,20,20,0,0,1,5.2,1.0,0.0
507,ATT000507,20,20260301,22,21,1,0,2,3.0,0.9545,0.0455
508,ATT000508,20,20260401,22,22,0,0,3,3.5,1.0,0.0
509,ATT000509,20,20260501,21,21,0,0,0,0.0,1.0,0.0
510,ATT000510,20,20260601,22,22,0,0,2,3.4,1.0,0.0
511,ATT000511,21,20240101,23,22,1,0,12,2.6,0.9565,0.0435
512,ATT000512,21,20240201,21,21,0,1,6,3.9,1.0,0.0
513,ATT000513,21,20240301,21,20,1,0,6,0.0,0.9524,0.0476
514,ATT000514,21,20240401,22,22,0,1,4,3.6,1.0,0.0
515,ATT000515,21,20240501,23,21,2,0,14,3.4,0.913,0.087
516,ATT000516,21,20240601,20,20,0,0,7,1.0,1.0,0.0
517,ATT000517,21,20240701,23,23,0,0,5,0.0,1.0,0.0
518,ATT000518,21,20240801,22,22,0,0,4,6.1,1.0,0.0
519,ATT000519,21,20240901,21,20,1,0,12,3.5,0.9524,0.0476
520,ATT000520,21,20241001,23,23,0,1,13,8.7,1.0,0.0
521,ATT000521,21,20241101,21,19,2,1,8,8.5,0.9048,0.0952
522,ATT000522,21,20241201,22,22,0,0,3,0.0,1.0,0.0
523,ATT000523,21,20250101,23,22,1,0,8,0.0,0.9565,0.0435
524,ATT000524,21,20250201,20,20,0,1,6,0.0,1.0,0.0
525,ATT000525,21,20250301,21,21,0,0,11,6.4,1.0,0.0
526,ATT000526,21,20250401,22,22,0,0,8,5.4,1.0,0.0
527,ATT000527,21,20250501,22,22,0,0,2,6.0,1.0,0.0
528,ATT000528,21,20250601,21,19,2,0,5,1.5,0.9048,0.0952
529,ATT000529,21,20250701,23,23,0,0,10,3.6,1.0,0.0
530,ATT000530,21,20250801,21,20,1,1,8,2.1,0.9524,0.0476
531,ATT000531,21,20250901,22,22,0,0,7,2.5,1.0,0.0
532,ATT000532,21,20251001,23,22,1,0,5,0.0,0.9565,0.0435
533,ATT000533,21,20251101,20,20,0,0,0,10.0,1.0,0.0
534,ATT000534,21,20251201,23,22,1,0,11,1.3,0.9565,0.0435
535,ATT000535,21,20260101,22,21,1,0,9,8.9,0.9545,0.0455
536,ATT000536,21,20260201,20,20,0,0,10,5.0,1.0,0.0
537,ATT000537,21,20260301,22,22,0,0,6,3.4,1.0,0.0
538,ATT000538,21,20260401,22,20,2,0,13,0.0,0.9091,0.0909
539,ATT000539,21,20260501,21,21,0,0,10,3.4,1.0,0.0
540,ATT000540,21,20260601,22,21,1,2,10,5.0,0.9545,0.0455
541,ATT000541,22,20240101,23,21,2,1,13,0.0,0.913,0.087
542,ATT000542,22,20240201,21,21,0,1,16,0.0,1.0,0.0
543,ATT000543,22,20240301,21,20,1,0,19,0.0,0.9524,0.0476
544,ATT000544,22,20240401,22,21,1,1,16,6.7,0.9545,0.0455
545,ATT000545,22,20240501,23,22,1,1,14,10.4,0.9565,0.0435
546,ATT000546,22,20240601,20,17,3,0,13,3.2,0.85,0.15
547,ATT000547,22,20240701,23,22,1,0,19,4.3,0.9565,0.0435
548,ATT000548,22,20240801,22,22,0,1,19,4.9,1.0,0.0
549,ATT000549,22,20240901,21,20,1,1,20,2.4,0.9524,0.0476
550,ATT000550,22,20241001,23,22,1,0,20,5.1,0.9565,0.0435
551,ATT000551,22,20241101,21,19,2,0,19,10.5,0.9048,0.0952
552,ATT000552,22,20241201,22,19,3,1,16,7.0,0.8636,0.1364
553,ATT000553,22,20250101,23,22,1,0,18,2.2,0.9565,0.0435
554,ATT000554,22,20250201,20,20,0,0,17,6.2,1.0,0.0
555,ATT000555,22,20250301,21,21,0,0,17,5.1,1.0,0.0
556,ATT000556,22,20250401,22,21,1,0,18,6.6,0.9545,0.0455
557,ATT000557,22,20250501,22,20,2,1,16,3.3,0.9091,0.0909
558,ATT000558,22,20250601,21,19,2,1,16,2.9,0.9048,0.0952
559,ATT000559,22,20250701,23,21,2,1,18,0.7,0.913,0.087
560,ATT000560,22,20250801,21,21,0,0,19,7.8,1.0,0.0
561,ATT000561,22,20250901,22,21,1,0,18,2.7,0.9545,0.0455
562,ATT000562,22,20251001,23,21,2,0,19,0.0,0.913,0.087
563,ATT000563,22,20251101,20,20,0,0,20,0.0,1.0,0.0
564,ATT000564,22,20251201,23,21,2,0,19,4.2,0.913,0.087
565,ATT000565,22,20260101,22,21,1,1,18,7.2,0.9545,0.0455
566,ATT000566,22,20260201,20,20,0,1,14,2.7,1.0,0.0
567,ATT000567,22,20260301,22,21,1,0,19,6.5,0.9545,0.0455
568,ATT000568,22,20260401,22,21,1,0,19,0.0,0.9545,0.0455
569,ATT000569,22,20260501,21,19,2,0,14,0.0,0.9048,0.0952
570,ATT000570,22,20260601,22,21,1,0,19,3.4,0.9545,0.0455
571,ATT000571,23,20240301,21,18,3,0,1,0.0,0.8571,0.1429
572,ATT000572,23,20240401,22,18,4,3,1,3.7,0.8182,0.1818
573,ATT000573,23,20240501,23,21,2,0,1,5.1,0.913,0.087
574,ATT000574,23,20240601,20,20,0,0,6,5.9,1.0,0.0
575,ATT000575,23,20240701,23,22,1,1,0,4.1,0.9565,0.0435
576,ATT000576,23,20240801,22,20,2,1,2,3.4,0.9091,0.0909
577,ATT000577,23,20240901,21,20,1,1,3,10.5,0.9524,0.0476
578,ATT000578,23,20241001,23,23,0,0,4,9.6,1.0,0.0
579,ATT000579,23,20241101,21,21,0,0,4,3.0,1.0,0.0
580,ATT000580,23,20241201,22,21,1,0,1,0.0,0.9545,0.0455
581,ATT000581,23,20250101,23,20,3,2,1,1.1,0.8696,0.1304
582,ATT000582,23,20250201,20,18,2,0,6,12.9,0.9,0.1
583,ATT000583,23,20250301,21,18,3,1,4,4.8,0.8571,0.1429
584,ATT000584,23,20250401,22,20,2,1,0,5.9,0.9091,0.0909
585,ATT000585,23,20250501,22,20,2,2,1,6.2,0.9091,0.0909
586,ATT000586,23,20250601,21,18,3,0,0,7.9,0.8571,0.1429
587,ATT000587,23,20250701,23,21,2,0,2,4.3,0.913,0.087
588,ATT000588,23,20250801,21,17,4,1,0,6.5,0.8095,0.1905
589,ATT000589,23,20250901,22,20,2,1,0,6.2,0.9091,0.0909
590,ATT000590,23,20251001,23,21,2,0,0,9.1,0.913,0.087
591,ATT000591,23,20251101,20,20,0,0,0,0.0,1.0,0.0
592,ATT000592,23,20251201,23,22,1,1,5,1.9,0.9565,0.0435
593,ATT000593,23,20260101,22,16,6,1,2,1.2,0.7273,0.2727
594,ATT000594,23,20260201,20,15,5,0,0,5.6,0.75,0.25
595,ATT000595,23,20260301,22,20,2,0,1,0.0,0.9091,0.0909
596,ATT000596,23,20260401,22,20,2,1,1,6.0,0.9091,0.0909
597,ATT000597,23,20260501,21,20,1,1,4,0.0,0.9524,0.0476
598,ATT000598,23,20260601,22,20,2,0,2,0.4,0.9091,0.0909
599,ATT000599,24,20250401,22,21,1,1,1,10.9,0.9545,0.0455
600,ATT000600,24,20250501,22,22,0,0,1,0.0,1.0,0.0
601,ATT000601,24,20250601,21,21,0,0,0,4.8,1.0,0.0
602,ATT000602,24,20250701,23,23,0,2,1,4.3,1.0,0.0
603,ATT000603,24,20250801,21,21,0,0,2,7.1,1.0,0.0
604,ATT000604,24,20250901,22,22,0,0,0,6.0,1.0,0.0
605,ATT000605,24,20251001,23,21,2,0,4,7.3,0.913,0.087
606,ATT000606,24,20251101,20,18,2,0,1,0.0,0.9,0.1
607,ATT000607,24,20251201,23,21,2,0,0,13.1,0.913,0.087
608,ATT000608,24,20260101,22,22,0,0,1,7.1,1.0,0.0
609,ATT000609,24,20260201,20,19,1,1,4,7.0,0.95,0.05
610,ATT000610,24,20260301,22,20,2,0,0,2.6,0.9091,0.0909
611,ATT000611,24,20260401,22,19,3,0,2,5.7,0.8636,0.1364
612,ATT000612,24,20260501,21,19,2,2,4,1.7,0.9048,0.0952
613,ATT000613,24,20260601,22,19,3,1,5,2.2,0.8636,0.1364
614,ATT000614,25,20240101,23,22,1,1,19,0.2,0.9565,0.0435
615,ATT000615,25,20240201,21,20,1,1,16,0.0,0.9524,0.0476
616,ATT000616,25,20240301,21,20,1,0,20,4.7,0.9524,0.0476
617,ATT000617,25,20240401,22,20,2,1,15,2.7,0.9091,0.0909
618,ATT000618,25,20240501,23,21,2,1,16,2.2,0.913,0.087
619,ATT000619,25,20240601,20,20,0,0,17,0.5,1.0,0.0
620,ATT000620,25,20240701,23,18,5,1,16,4.6,0.7826,0.2174
621,ATT000621,25,20240801,22,20,2,3,15,8.9,0.9091,0.0909
622,ATT000622,25,20240901,21,20,1,0,14,8.6,0.9524,0.0476
623,ATT000623,25,20241001,23,22,1,0,17,2.0,0.9565,0.0435
624,ATT000624,25,20241101,21,20,1,1,19,2.5,0.9524,0.0476
625,ATT000625,25,20241201,22,22,0,2,20,7.1,1.0,0.0
626,ATT000626,25,20250101,23,22,1,1,22,8.2,0.9565,0.0435
627,ATT000627,25,20250201,20,19,1,0,17,1.6,0.95,0.05
628,ATT000628,25,20250301,21,19,2,0,14,5.2,0.9048,0.0952
629,ATT000629,25,20250401,22,21,1,1,17,0.0,0.9545,0.0455
630,ATT000630,25,20250501,22,20,2,1,20,8.6,0.9091,0.0909
631,ATT000631,25,20250601,21,20,1,0,16,1.1,0.9524,0.0476
632,ATT000632,25,20250701,23,21,2,1,18,10.9,0.913,0.087
633,ATT000633,25,20250801,21,20,1,0,18,6.6,0.9524,0.0476
634,ATT000634,25,20250901,22,21,1,0,17,4.3,0.9545,0.0455
635,ATT000635,25,20251001,23,19,4,0,15,9.2,0.8261,0.1739
636,ATT000636,25,20251101,20,18,2,0,15,3.1,0.9,0.1
637,ATT000637,25,20251201,23,23,0,0,23,3.9,1.0,0.0
638,ATT000638,25,20260101,22,22,0,0,22,3.5,1.0,0.0
639,ATT000639,25,20260201,20,19,1,0,18,0.3,0.95,0.05
640,ATT000640,25,20260301,22,18,4,0,17,10.0,0.8182,0.1818
641,ATT000641,25,20260401,22,20,2,0,20,8.0,0.9091,0.0909
642,ATT000642,25,20260501,21,19,2,1,16,0.0,0.9048,0.0952
643,ATT000643,25,20260601,22,21,1,1,19,5.6,0.9545,0.0455
644,ATT000644,26,20240101,23,20,3,0,10,0.0,0.8696,0.1304
645,ATT000645,26,20240201,21,20,1,0,6,12.0,0.9524,0.0476
646,ATT000646,26,20240301,21,20,1,1,7,0.0,0.9524,0.0476
647,ATT000647,26,20240401,22,19,3,0,12,2.1,0.8636,0.1364
648,ATT000648,26,20240501,23,21,2,2,14,8.8,0.913,0.087
649,ATT000649,26,20240601,20,17,3,0,11,9.2,0.85,0.15
650,ATT000650,26,20240701,23,21,2,0,9,0.0,0.913,0.087
651,ATT000651,26,20240801,22,20,2,2,9,6.4,0.9091,0.0909
652,ATT000652,26,20240901,21,16,5,0,3,3.0,0.7619,0.2381
653,ATT000653,26,20241001,23,21,2,2,12,0.7,0.913,0.087
654,ATT000654,26,20241101,21,19,2,1,3,4.5,0.9048,0.0952
655,ATT000655,26,20241201,22,20,2,2,7,11.7,0.9091,0.0909
656,ATT000656,26,20250101,23,17,6,1,13,11.6,0.7391,0.2609
657,ATT000657,26,20250201,20,17,3,1,7,6.5,0.85,0.15
658,ATT000658,26,20250301,21,17,4,1,6,0.0,0.8095,0.1905
659,ATT000659,26,20250401,22,19,3,2,6,7.2,0.8636,0.1364
660,ATT000660,26,20250501,22,20,2,1,11,0.0,0.9091,0.0909
661,ATT000661,26,20250601,21,20,1,1,7,9.7,0.9524,0.0476
662,ATT000662,26,20250701,23,21,2,0,6,1.5,0.913,0.087
663,ATT000663,26,20250801,21,21,0,0,9,6.5,1.0,0.0
664,ATT000664,26,20250901,22,20,2,1,9,0.0,0.9091,0.0909
665,ATT000665,26,20251001,23,20,3,0,8,6.8,0.8696,0.1304
666,ATT000666,26,20251101,20,18,2,1,6,4.5,0.9,0.1
667,ATT000667,26,20251201,23,19,4,0,10,8.5,0.8261,0.1739
668,ATT000668,26,20260101,22,20,2,0,13,2.3,0.9091,0.0909
669,ATT000669,26,20260201,20,18,2,2,6,0.4,0.9,0.1
670,ATT000670,26,20260301,22,20,2,0,10,4.1,0.9091,0.0909
671,ATT000671,26,20260401,22,19,3,1,3,0.0,0.8636,0.1364
672,ATT000672,26,20260501,21,19,2,2,11,0.0,0.9048,0.0952
673,ATT000673,26,20260601,22,20,2,2,8,4.6,0.9091,0.0909
674,ATT000674,27,20240101,23,16,7,0,11,5.9,0.6957,0.3043
675,ATT000675,27,20240201,21,20,1,0,10,4.2,0.9524,0.0476
676,ATT000676,27,20240301,21,20,1,0,7,5.5,0.9524,0.0476
677,ATT000677,27,20240401,22,21,1,1,7,9.2,0.9545,0.0455
678,ATT000678,27,20240501,23,16,7,1,7,4.1,0.6957,0.3043
679,ATT000679,27,20240601,20,15,5,1,12,8.8,0.75,0.25
680,ATT000680,27,20240701,23,21,2,1,10,4.3,0.913,0.087
681,ATT000681,27,20240801,22,19,3,1,13,11.6,0.8636,0.1364
682,ATT000682,27,20240901,21,14,7,1,8,2.8,0.6667,0.3333
683,ATT000683,27,20241001,23,18,5,0,7,16.4,0.7826,0.2174
684,ATT000684,27,20241101,21,16,5,1,9,12.6,0.7619,0.2381
685,ATT000685,27,20241201,22,19,3,1,7,12.1,0.8636,0.1364
686,ATT000686,27,20250101,23,17,6,2,5,5.0,0.7391,0.2609
687,ATT000687,27,20250201,20,15,5,3,7,4.0,0.75,0.25
688,ATT000688,27,20250301,21,15,6,1,7,2.9,0.7143,0.2857
689,ATT000689,27,20250401,22,20,2,1,8,6.7,0.9091,0.0909
690,ATT000690,27,20250501,22,18,4,1,7,3.1,0.8182,0.1818
691,ATT000691,27,20250601,21,14,7,1,7,4.5,0.6667,0.3333
692,ATT000692,27,20250701,23,21,2,2,12,3.5,0.913,0.087
693,ATT000693,27,20250801,21,19,2,2,5,2.8,0.9048,0.0952
694,ATT000694,27,20250901,22,21,1,1,8,2.2,0.9545,0.0455
695,ATT000695,27,20251001,23,21,2,2,11,5.0,0.913,0.087
696,ATT000696,27,20251101,20,18,2,1,7,11.2,0.9,0.1
697,ATT000697,27,20251201,23,15,8,0,9,4.4,0.6522,0.3478
698,ATT000698,27,20260101,22,19,3,1,13,10.4,0.8636,0.1364
699,ATT000699,27,20260201,20,20,0,1,6,7.4,1.0,0.0
700,ATT000700,27,20260301,22,17,5,2,11,2.6,0.7727,0.2273
701,ATT000701,27,20260401,22,19,3,0,5,10.8,0.8636,0.1364
702,ATT000702,27,20260501,21,16,5,1,6,9.1,0.7619,0.2381
703,ATT000703,27,20260601,22,16,6,1,2,7.3,0.7273,0.2727
704,ATT000704,28,20260401,22,20,2,0,0,0.0,0.9091,0.0909
705,ATT000705,28,20260501,21,16,5,1,0,9.0,0.7619,0.2381
706,ATT000706,28,20260601,22,18,4,1,0,4.0,0.8182,0.1818
707,ATT000707,29,20240101,23,19,4,0,13,1.3,0.8261,0.1739
708,ATT000708,29,20240201,21,17,4,2,12,3.6,0.8095,0.1905
709,ATT000709,29,20240301,21,16,5,1,16,0.0,0.7619,0.2381
710,ATT000710,29,20240401,22,19,3,1,19,2.0,0.8636,0.1364
711,ATT000711,29,20240501,23,18,5,3,17,3.4,0.7826,0.2174
712,ATT000712,29,20240601,20,18,2,1,13,7.0,0.9,0.1
713,ATT000713,29,20240701,23,20,3,0,15,0.0,0.8696,0.1304
714,ATT000714,29,20240801,22,21,1,2,17,1.7,0.9545,0.0455
715,ATT000715,29,20240901,21,20,1,0,15,0.0,0.9524,0.0476
716,ATT000716,29,20241001,23,22,1,2,20,7.1,0.9565,0.0435
717,ATT000717,29,20241101,21,17,4,3,11,0.0,0.8095,0.1905
718,ATT000718,29,20241201,22,20,2,1,19,4.7,0.9091,0.0909
719,ATT000719,29,20250101,23,23,0,1,20,2.8,1.0,0.0
720,ATT000720,29,20250201,20,18,2,0,13,9.7,0.9,0.1
721,ATT000721,29,20250301,21,18,3,0,18,1.2,0.8571,0.1429
722,ATT000722,29,20250401,22,21,1,1,15,6.9,0.9545,0.0455
723,ATT000723,29,20250501,22,20,2,1,16,8.8,0.9091,0.0909
724,ATT000724,29,20250601,21,21,0,0,14,0.0,1.0,0.0
725,ATT000725,29,20250701,23,22,1,1,20,9.1,0.9565,0.0435
726,ATT000726,29,20250801,21,19,2,0,18,3.8,0.9048,0.0952
727,ATT000727,29,20250901,22,17,5,0,13,3.7,0.7727,0.2273
728,ATT000728,29,20251001,23,23,0,0,19,4.5,1.0,0.0
729,ATT000729,29,20251101,20,18,2,1,13,3.8,0.9,0.1
730,ATT000730,29,20251201,23,23,0,1,19,0.3,1.0,0.0
731,ATT000731,29,20260101,22,19,3,0,15,3.5,0.8636,0.1364
732,ATT000732,29,20260201,20,16,4,2,13,12.1,0.8,0.2
733,ATT000733,30,20240101,23,22,1,0,14,3.0,0.9565,0.0435
734,ATT000734,30,20240201,21,21,0,0,17,7.5,1.0,0.0
735,ATT000735,30,20240301,21,20,1,0,15,11.7,0.9524,0.0476
736,ATT000736,30,20240401,22,21,1,1,16,10.3,0.9545,0.0455
737,ATT000737,30,20240501,23,22,1,1,18,8.7,0.9565,0.0435
738,ATT000738,30,20240601,20,19,1,0,17,3.7,0.95,0.05
739,ATT000739,30,20240701,23,23,0,0,19,3.1,1.0,0.0
740,ATT000740,30,20240801,22,21,1,0,20,5.5,0.9545,0.0455
741,ATT000741,30,20240901,21,20,1,0,19,4.4,0.9524,0.0476
742,ATT000742,30,20241001,23,22,1,0,20,6.4,0.9565,0.0435
743,ATT000743,30,20241101,21,19,2,0,16,5.5,0.9048,0.0952
744,ATT000744,30,20241201,22,22,0,1,16,2.5,1.0,0.0
745,ATT000745,30,20250101,23,22,1,0,19,8.4,0.9565,0.0435
